subject		lateralPosition		origin				rot				targetCenter		distanceMissed		
s000		-1			(-2.0, 0.1, -5.6)		(0.1, 0.5, 0.1, 0.8)	(-1.7, -0.9, -2.8)		0.239862291626907		Virt
s000		0			(-1.0, 0.2, -5.3)		(0.1, 0.5, 0.0, 0.9)	(-1.7, -0.9, -2.8)		0.189911569698049		Virt
s000		1			(-0.1, 0.1, -5.2)		(0.1, 0.3, 0.1, 0.9)	(-1.7, -0.9, -2.8)		0.275165930100803		Virt
s000		2			(0.7, 0.1, -5.0)		(0.0, 0.0, -0.1, 1.0)	(-1.7, -0.9, -2.8)		-0.536431328911956		Virt
s000		3			(1.6, 0.1, -4.8)		(0.0, -0.2, -0.1, 1.0)	(-1.7, -0.9, -2.8)		-0.518519280900212		Virt
s000		4			(2.4, 0.1, -4.8)		(0.1, -0.4, 0.0, 0.9)	(-1.7, -0.9, -2.8)		-0.107734958690815		Virt
s000		5			(3.2, 0.2, -4.7)		(0.0, -0.5, 0.0, 0.9)	(-1.7, -0.9, -2.8)		0.0326597126456351		Virt

s000		-1			(-3.1, -0.1, 4.5)		(-0.3, -0.7, 0.7, -0.2)	(-1.1, -1.0, 3.0)		515.697808935766		Real
s000		0			(-3.2, -0.1, 3.9)		(0.4, 0.6, -0.6, 0.3)	(-1.1, -1.0, 3.0)		-9.37161440982083		Real
s000		1			(-3.6, -0.1, 3.3)		(0.4, 0.6, -0.6, 0.4)	(-1.1, -1.0, 3.0)		240.729501813598		Real
s000		2			(-4.0, -0.1, 2.4)		(0.5, 0.5, -0.5, 0.5)	(-1.1, -1.0, 3.0)		12.1521986361529		Real
s000		3			(-4.3, -0.1, 1.7)		(0.6, 0.4, -0.4, 0.6)	(-1.1, -1.0, 3.0)		-20.9969895325419		Real
s000		4			(-4.8, 0.0, 0.8)		(0.6, 0.4, -0.4, 0.6)	(-1.1, -1.0, 3.0)		-97.1193265257042		Real
s000		5			(-5.1, 0.0, -0.1)		(0.6, 0.4, -0.4, 0.6)	(-1.1, -1.0, 3.0)		5.22486842436799		Real


s000		-1			(-3.1, -0.1, 4.6)		(-0.2, -0.7, 0.5, -0.4)	(-0.7, -1.0, 2.7)		-1.06846293598671		Real
s000		0			(-3.3, -0.1, 3.9)		(0.3, 0.6, -0.5, 0.5)	(-0.7, -1.0, 2.7)		-1.84812633147228		Real
s000		1			(-3.6, -0.1, 3.2)		(0.4, 0.5, -0.4, 0.6)	(-0.7, -1.0, 2.7)		-1.11894444630393		Real
s000		2			(-3.9, -0.1, 2.4)		(0.4, 0.4, -0.3, 0.7)	(-0.7, -1.0, 2.7)		-1.14122200333144		Real
s000		3			(-4.4, -0.1, 1.5)		(0.4, 0.3, -0.3, 0.8)	(-0.7, -1.0, 2.7)		-2.04312319608705		Real
s000		4			(-4.8, -0.1, 0.7)		(0.4, 0.3, -0.3, 0.8)	(-0.7, -1.0, 2.7)		-2.49514572914835		Real
s000		5			(-5.2, 0.0, -0.2)		(0.5, 0.3, -0.3, 0.8)	(-0.7, -1.0, 2.7)		-1.76995867289716		Real
