subject		lateralPosition		origin				rot				targetCenter		distanceMissed		
s001		-1			(-3.7, -0.5, -4.8)		(0.1, 0.3, -0.1, 0.9)	(-1.6, -1.4, -1.8)		-0.375542868331512		Virt
s001		0			(-3.7, -0.4, -4.6)		(0.0, 0.2, 0.0, 1.0)	(-1.6, -1.4, -1.8)		-0.0962397719868215		Virt
s001		1			(-3.7, -0.5, -4.7)		(0.1, 0.3, -0.1, 1.0)	(-1.6, -1.4, -1.8)		-0.399488150911103		Virt
s001		2			(-2.8, -0.4, -4.5)		(0.0, 0.2, 0.0, 1.0)	(-1.6, -1.4, -1.8)		-0.107209777672324		Virt
s001		3			(-1.8, -0.4, -4.6)		(0.0, -0.1, 0.0, 1.0)	(-1.6, -1.4, -1.8)		-0.0304969965594406		Virt
s001		4			(-1.0, -0.4, -4.6)		(0.0, -0.1, 0.0, 1.0)	(-1.6, -1.4, -1.8)		-0.0921205041169327		Virt
s001		5			(0.0, -0.4, -4.6)		(0.0, -0.2, 0.0, 1.0)	(-1.6, -1.4, -1.8)		0.0658416932352538		Virt


s001		-1			(4.4, -0.2, -3.9)		(0.3, -0.4, -0.1, 0.9)	(1.5, -1.3, -2.1)		-1.3153831170743		Real
s001		0			(4.2, -0.2, -3.1)		(0.3, -0.6, 0.0, 0.8)	(1.5, -1.3, -2.1)		-1.03864791718456		Real
s001		1			(4.2, -0.2, -2.3)		(0.1, -0.7, 0.0, 0.7)	(1.5, -1.3, -2.1)		-0.598135724252854		Real
s001		2			(4.2, -0.2, -1.3)		(0.2, -0.8, 0.1, 0.6)	(1.5, -1.3, -2.1)		-0.703520344442765		Real
s001		3			(4.3, -0.2, -0.4)		(0.2, -0.8, 0.1, 0.5)	(1.5, -1.3, -2.1)		-0.973527971453278		Real
s001		4			(4.4, -0.2, 0.5)		(0.2, -0.9, 0.1, 0.5)	(1.5, -1.3, -2.1)		-0.790943936069284		Real
s001		5			(4.4, -0.2, 1.4)		(0.2, -0.9, 0.1, 0.4)	(1.5, -1.3, -2.1)		-1.09334118266577		Real
